mtitle,budget,rating,genre
"Grace of My Heart",5000000,6.5,"Mixed"
"Graduate, The",3000000,8.2,"Mixed"
"Graduation Day",250000,3.5,"None"
"Grand Hotel",700000,7.5,"Mixed"
"Grand Prix",9000000,6.4,"Drama"
"Grand Slam",164000,5.4,"Comedy"
"Grand Theft Auto",602000,5,"Comedy"
"Grandma's Boy",100000,7.2,"Comedy"
"Granny, The",1000000,4.2,"Comedy"
"Grave, The",4000000,5.6,"Comedy"
"Gravesend",65000,5,"Drama"
"Graveyard Shift",10500000,3.8,"None"
"Gray's Anatomy",350000,7,"Mixed"
"Grayson",17791,8.5,"Mixed"
"Grease",6000000,6.8,"Mixed"
"Great Dictator, The",2000000,8.4,"Comedy"
"Great Escape, The",4000000,8.3,"Mixed"
"Great Gabble, The",8000,9.3,"Mixed"
"Great Gatsby, The",6500000,6.1,"Mixed"
"Great Lengths",25000,7,"Mixed"
"Great Race, The",12000000,6.9,"Mixed"
"Great White Hope, The",6000000,6.9,"Drama"
"Greatest Show on Earth, The",4000000,6.7,"Mixed"
"Greatest Story Ever Told, The",20000000,6,"Drama"
"Green Arrow Fan Film",4000,6.2,"Short"
"Green Berets, The",7000000,4.9,"Mixed"
"Green Eyes for Anastice",10000,8.5,"None"
"Green Fields",8000,6.2,"Mixed"
"Green Mansions",3000000,5,"Mixed"
"Green Mile, The",60000000,8.1,"Drama"
"Greenskeeper, The",80000,4.7,"Comedy"
"Greetings",39000,5.6,"Comedy"
"Gremlins",11000000,6.8,"Mixed"
"Gremlins 2: The New Batch",50000000,5.9,"Comedy"
"Gretchen & the Night Danger",4000,7.5,"Mixed"
"Grey Owl",30000000,5.7,"Drama"
"Grey Zone, The",5000000,7.3,"Drama"
"Grim",1000000,1.6,"None"
"Grimm",3700000,6.2,"Mixed"
"Grizzly",750000,3.9,"None"
"Groom Lake",750000,3.7,"None"
"Groove",500000,6,"Drama"
"Groove Tube, The",200000,5.4,"Comedy"
"Grosse Pointe Blank",15000000,7.4,"Mixed"
"Growin' a Beard",10000,8.7,"Mixed"
"Grudge, The",10000000,5.9,"None"
"Gruesome Twosome, The",80000,3.4,"None"
"Grumpier Old Men",25000000,6.2,"Mixed"
"Guerra de Canudos",6000000,7.5,"Drama"
"Guerre du feu, La",12500000,7.1,"Drama"
"Guess Who's Coming to Dinner",4000000,7.5,"Mixed"
"Guest of Honor, The",30000,6.8,"Mixed"
"Guinevere",2600000,6.3,"Mixed"
"Gun Shy",10000000,5.4,"Mixed"
"Guncrazy",800000,5.5,"Drama"
"Gunga Din",1910000,7.6,"Mixed"
"Gunrunner, The",2000000,3.2,"Drama"
"Guns of Navarone, The",6000000,7.6,"Mixed"
"Gunsmoke Ranch",35000,4.9,"None"
"Guru, The",11000000,5.9,"Mixed"
"Guru, the Mad Monk",20000,3.2,"None"
"Gutter Balls",4000,8.3,"Mixed"
"Guy Thing, A",20000000,5.3,"Mixed"
"Guys and Dolls",5500000,7.2,"Mixed"
"Guyver: Dark Hero",900000,4.9,"Action"
"Gypsy",4000000,7.1,"Mixed"
"HWY: An American Pastoral",30000,9,"Drama"
"Habit",200000,5.7,"None"
"Hacks",200000,8.1,"None"
"Hair",11000000,6.8,"Mixed"
"Hairshirt",65000,4.2,"Mixed"
"Hairspray",2000000,6.6,"Mixed"
"Half Past Dead",30000000,3.9,"Action"
"Halloween",325000,7.7,"None"
"Halloween 4: The Return of Michael Myers",5000000,5,"None"
"Halloween 5",5000000,4.2,"None"
"Halloween H20: 20 Years Later",17000000,5.3,"None"
"Halloween II",2500000,5.7,"None"
"Halloween III: Season of the Witch",2500000,3.6,"None"
"Halloween: Resurrection",15000000,4.3,"None"
"Halloween: The Curse of Michael Myers",5000000,4.2,"None"
"Hamlet",18000000,7.7,"Mixed"
"Hand Behind the Mouse: The Ub Iwerks Story, The",600000,6.4,"Mixed"
"Hang 'Em High",1800000,6.7,"Drama"
"Hangin' with the Homeboys",1900000,6.6,"Mixed"
"Hanging Tree, The",1350000,7.2,"Drama"
"Hanging Up",40000000,4.4,"Mixed"
"Hangman's Curse",2000000,4.9,"None"
"Hank Williams First Nation",300000,7.4,"Mixed"
"Hannah and Her Sisters",6400000,7.8,"Mixed"
"Hannibal",87000000,6.2,"None"
"Hans Christian Andersen",4000000,6.5,"None"
"Happiness",3000000,7.7,"Mixed"
"Happy Birthday to Me",2250000,4.4,"None"
"Happy Gilmore",10000000,6.8,"Comedy"
"Happy Road, The",500000,5.4,"Comedy"
"Happy, Texas",1700000,6.4,"Comedy"
"Hard Ball",21000000,6,"Drama"
"Hard Day's Night, A",560000,7.7,"Comedy"
"Hard Feelings",4000000,5.9,"Drama"
"Hard Hombre",60000,3.6,"None"
"Hard Rain",70000000,5.5,"Mixed"
"Hard Target",15000000,5.4,"Action"
"Hard to Handle",189000,6.9,"Comedy"
"Hardware",1500000,5.2,"Action"
"Hardware Wars",8000,7.2,"Mixed"
"Harold & Kumar Go to White Castle",9000000,7.1,"Comedy"
"Harold and Maude",1200000,7.9,"Mixed"
"Harper",3500000,7,"Drama"
"Harpist, The",3000000,4.8,"None"
"Harriet the Spy",13000000,5.8,"Mixed"
"Harrison Macauley Is Going to Kill Me",50000,6,"Mixed"
"Harry Potter and the Chamber of Secrets",100000000,7.3,"None"
"Harry Potter and the Prisoner of Azkaban",130000000,7.8,"None"
"Harry Potter and the Sorcerer's Stone",130000000,7.2,"None"
"Hart's War",70000000,6.2,"Drama"
"Harvard Man",5500000,4.9,"Mixed"
"Harvest of Fear",100000,3.6,"None"
"Harvey Girls, The",2524315,7,"None"
"Hatred of a Minute",300000,5.2,"Romance"
"Haunted Mansion, The",90000000,5,"Comedy"
"Haunting Fear",115000,3.7,"Drama"
"Haunting, The",1400000,7.6,"None"
"Haunting, The",80000000,4.6,"None"
"Hav Plenty",650000,5.3,"Comedy"
"Have Rocket, Will Travel",380000,5.6,"Comedy"
"Hawaii",15000000,6.1,"Drama"
"He Got Game",25000000,6.6,"Drama"
"Head",750000,6.1,"Comedy"
"Head Over Heels",14000000,4.9,"Mixed"
"Heads or Tails",17000,7.8,"Drama"
"Heart of America",3000000,6.1,"Drama"
"Heart of Me, The",7000000,6.2,"Mixed"
"Heart of the North",400000,5.1,"Action"
"Heartbeeps",10000000,4.2,"Comedy"
"Heartbreakers",40000000,6.2,"Mixed"
"Hearts in Atlantis",31000000,6.7,"Drama"
"Hearts of Fire",17000000,3.3,"Drama"
"Heat",60000000,7.9,"Mixed"
"Heat and Sunlight",90000,5.1,"Drama"
"Heaven",11000000,7.3,"Drama"
"Heaven & Earth",33000000,6.4,"Mixed"
"Heaven Knows, Mr. Allison",3000000,7.4,"Drama"
"Heaven's Gate",44000000,6.2,"Drama"
"Heaven's Prisoners",25000000,5.4,"None"
"Heavenly Bodies!",5000,1,"Comedy"
"Heavenly Creatures",5000000,7.7,"Mixed"
"Heavy Metal",9300000,6.2,"Mixed"
"Heavy Metal 2000",15000000,5.1,"Mixed"
"Hedwig and the Angry Inch",6000000,7.7,"Mixed"
"Heiress, The",2600000,7.9,"Mixed"
"Held Up",8000000,4.6,"Comedy"
"Held for Ransom",5000000,4.5,"None"
"Helix... Loaded, The",1000000,2.3,"Mixed"
"Hell Is for Heroes",2500000,7.2,"Drama"
"Hell to Eternity",800000,6.8,"Drama"
"Hell's Angels",3950000,7.6,"Drama"
"Hell's Bloody Devils",150000,2.8,"Mixed"
"Hell's Kitchen",6000000,4.5,"Drama"
"Hellboy",66000000,6.7,"Action"
"Hello, Dolly!",25000000,6.3,"Mixed"
"Hello, Everybody!",2000000,4.2,"None"
"Hellraiser",1000000,6.5,"None"
"Hellraiser: Bloodline",4000000,4.2,"None"
"Help!",1500000,7.1,"Comedy"
"Hempsters: Plant the Seed",250000,6.4,"Documentary"
"Henry V",9000000,7.9,"Mixed"
"Henry: Portrait of a Serial Killer",111000,7.1,"None"
"Her Knight",16878,8,"Mixed"
"Her Urge",20000,5.5,"Mixed"
"Hercules",70000000,6.6,"Mixed"
"Here Comes the Groom",2117000,5.2,"Comedy"
"Here on Earth",15000000,4.8,"Mixed"
"Hero",42000000,6.2,"Mixed"
"Heroes for Sale",290000,7.1,"Drama"
"Hey Arnold! The Movie",10000000,4.8,"Mixed"
"Hidalgo",78000000,6.6,"Mixed"
"Hidden Agenda",5000000,4.2,"Action"
"Hidden Assassin",11000000,4.4,"Mixed"
"Hide and Creep",20000,3.7,"Comedy"
"Hide and Seek",30000000,5.2,"Drama"
"Hideaway",15000000,5,"None"
"Hideous Kinky",12000000,6.1,"Drama"
"Hideous Sun Demon, The",58500,3.6,"None"
"High Anxiety",3400000,6.4,"Comedy"
"High Crimes",42000000,6.1,"Drama"
"High Fidelity",20000000,7.6,"Mixed"
"High Noon",750000,8.3,"None"
"High Sierra",455000,7.5,"Drama"
"High Strung",300000,6.2,"Comedy"
"High, Wide, and Handsome",1900000,7,"None"
"High-Ballin'",2000000,4.5,"Mixed"
"Highlander",16000000,7.1,"Action"
"Highlander II: The Quickening",30000000,3.4,"Action"
"Highlander III: The Sorcerer",26000000,3.7,"Action"
"Highlander: Endgame",15000000,4.4,"Action"
"Highway to Hell",9000000,5.3,"Comedy"
"Hijo genial, Un",1000000,1.6,"Comedy"
"Hikikomori: Tokyo Plastic",1150000,7,"None"
"Hills Have Eyes Part II, The",1000000,3.2,"None"
"Hills Have Eyes, The",230000,6,"None"
"Hillz, The",100000,3.1,"Mixed"
"HipHopBattle.com: Hip Hop 4 Life",12000,5.7,"Mixed"
"His Majesty O'Keefe",1550000,5.7,"None"
"His People",93000,6.7,"Drama"
"His/Herstory",33000,7.6,"Mixed"
"History of the World: Part I",11000000,6.4,"Comedy"
"Hit List",1500000,5.1,"Action"
"Hit and Runway",1200000,6.7,"Comedy"
"Hitch",70000000,6.8,"Mixed"
"Hitcher, The",6000000,6.8,"Mixed"
"Hitchhiker's Guide to the Galaxy, The",50000000,6.9,"Comedy"
"Hitler's Children",75000,6.1,"Drama"
"Hitman, The",1000,6.6,"Short"
"Hocus Pocus",28000000,5.3,"Comedy"
"Hold That Ghost",190000,7.1,"Comedy"
"Hold Your Man",260000,7,"Mixed"
"Holes",30000000,7.2,"Mixed"
"Holiday Inn",3200000,7.4,"Mixed"
"Hollow Man",95000000,5.3,"None"
"Hollywood Boulevard",60000,4.9,"Comedy"
"Hollywood Cavalcade",2000000,6.1,"Drama"
"Hollywood Chainsaw Hookers",23000,4.1,"Comedy"
"Hollywood Ending",16000000,6.3,"Mixed"
"Hollywood Harry",120000,4,"None"
"Hollywood Homicide",75000000,5.2,"Mixed"
"Hollywood North",7000000,5.7,"Comedy"
"Hollywood Shuffle",100000,6.7,"Comedy"
"Hollywood Sign, The",12000000,5.3,"Comedy"
"Hollywood's World of Flesh",14000,1.1,"Documentary"
"Holy Man",60000000,4.9,"Mixed"
"Holy Mountain, The",750000,7.6,"Drama"
"Home Alone",15000000,6.4,"Comedy"
"Home Fries",15000000,4.9,"Mixed"
"Home Movies",400000,4.6,"Comedy"
"Home at the End of the World, A",6500000,6.5,"Mixed"
"Home of Our Own, A",12000000,6.5,"Drama"
"Home on the Range",110000000,5.4,"Mixed"
"Homeless in America",500000,7.2,"Mixed"
"Hometown Legend",2000000,4.6,"Drama"
"Honey",17000000,3.9,"Mixed"
"Honey Pot, The",6000000,7.2,"Comedy"
"Honeymoon Horror",50000,2.1,"None"
"Hong faan kui",7500000,6.5,"Mixed"
"Honky Tonk Freeway",24000000,4.5,"Mixed"
"Honorable, The",50000,6.8,"None"
"Hook",70000000,5.8,"None"
"Hoop Dreams",700000,7.9,"Documentary"
"Hop-Along Cassidy",85000,7.5,"None"
"Hope Floats",30000000,5.3,"Mixed"
"Hope and Play",10500,6.4,"Comedy"
"Hopscotch",1000,9.6,"Mixed"
"Horror of Party Beach, The",120000,2.2,"None"
"Horse Whisperer, The",60000000,6.4,"Mixed"
"Horsemen, The",6000000,5.7,"Drama"
"Hostage",52000000,6.6,"Drama"
"Hot Java",15000,9.1,"Mixed"
"Hot Touch, The",4700000,4.8,"Drama"
"Hot Wax Zombies On Wheels",160000,2.4,"Comedy"
"Hotel New Hampshire, The",7500000,5.8,"Mixed"
"Hour of the Gun",1800000,6.4,"None"
"Hours, The",25000000,7.6,"Drama"
"House",3000000,5.5,"Comedy"
"House of 1000 Corpses",7000000,5.1,"None"
"House of Dark Shadows",750000,5.7,"None"
"House of Mirth, The",10000000,6.9,"Mixed"
"House of Sand and Fog",16000000,7.8,"Drama"
"House of Usher",270000,6.8,"None"
"House of Wax",658000,6.9,"None"
"House of Wax",30000000,4.6,"None"
"House of Yes, The",1500000,6.5,"Mixed"
"House of the Dead",7000000,2.3,"Action"
"House of the Long Shadows",7500000,5.8,"Comedy"
"House of the Spirits, The",40000000,6.3,"Mixed"
"House on Haunted Hill",200000,6.6,"None"
"House on Haunted Hill",19000000,5.1,"None"
"House on Sorority Row, The",425000,5.2,"None"
"House on Turk Street, The",12000000,5.5,"Drama"
"How Green Was My Valley",1250000,7.9,"Mixed"
"How Harry Became a Tree",6000000,6.7,"Drama"
"How High",12000000,4.9,"Comedy"
"How I Saved the World",40000,7.2,"Mixed"
"How Stella Got Her Groove Back",20000000,5,"Mixed"
"How the Grinch Stole Christmas",123000000,5.7,"Mixed"
"How the West Was Won",14000000,6.9,"Drama"
"How to Deal",16000000,5.5,"Mixed"
"How to Kill Your Neighbor's Dog",7300000,7,"Mixed"
"How to Live with a Vegan Without Killing Them",330000,5.5,"Comedy"
"How to Lose a Guy in 10 Days",50000000,6.1,"Mixed"
"How to Steal a Million",6000000,7.2,"Mixed"
"Howard the Duck",30000000,3.9,"Mixed"
"Howling, The",1000000,6.3,"None"
"Hsi yen",1000000,7.5,"Mixed"
"Hucksters, The",2300000,6.4,"Mixed"
"Hud",2500000,7.9,"Mixed"
"Hudson Hawk",65000000,5.1,"Mixed"
"Hudsucker Proxy, The",25000000,7.4,"Mixed"
"Hukkle",100000,7.1,"Drama"
"Hulk",120000000,6.1,"Mixed"
"Hummingbird",50000,9.2,"Documentary"
"Hunchback of Notre Dame, The",1250000,7.4,"Drama"
"Hunchback of Notre Dame, The",70000000,6.5,"Mixed"
"Hungry Wives",120000,4.6,"Drama"
"Hunt for Red October, The",30000000,7.6,"Action"
"Hunter, The",8000000,5.8,"Action"
"Hunting Camp",4000,8.1,"Mixed"
"Hunting for Herschell",30000,1.8,"Mixed"
"Hurricane",500000,6.6,"Drama"
"Hurricane, The",2000000,7,"Mixed"
"Hurricane, The",38000000,7.3,"Drama"
"Husbands",1000000,7,"Drama"
"Husbands and Wives",20000000,7.4,"Mixed"
"Hush... Hush, Sweet Charlotte",1900000,7.3,"None"
"Husk",7500,3.3,"Short"
"Hustlas",1000000,5.2,"None"
"Hustler, The",2000000,8.2,"Drama"
"Hypnotic Eye, The",365000,5,"None"
"I Am Josh Polonski's Brother",80000,5,"None"
"I Am My Resume",30000,9.8,"Short"
"I Am Sam",22000000,7.2,"Drama"
"I Am a Fugitive from a Chain Gang",195845,8.1,"Drama"
"I Capture the Castle",8000000,7,"Mixed"
"I Come in Peace",7000000,4.8,"Action"
"I Cover the War",70000,3.4,"Action"
"I Died",15000,3,"None"
"I Dreamed of Africa",34000000,5.2,"Drama"
"I Got the Hook Up",3500000,3.2,"Comedy"
"I Heart Huckabees",22000000,7,"Comedy"
"I Inside, The",8800000,6,"None"
"I Know What You Did Last Summer",17000000,5.3,"None"
"I Love You Came Too Late",125000,8,"Mixed"
"I Married a Monster from Outer Space",175000,6.3,"None"
"I Married a Strange Person!",250000,6.2,"Mixed"
"I Never",40000,3.4,"Mixed"
"I Spy",70000000,5.3,"Mixed"
"I Still Know What You Did Last Summer",24000000,4,"None"
"I Take This Woman",700000,5.1,"Drama"
"I Walk the Line",4000000,6,"Drama"
"I Wanna Hold Your Hand",2700000,6.7,"Comedy"
"I Was a Teenage Werewolf",82000,4.6,"None"
"I'll Be Seeing You",3250000,6.8,"Drama"
"I'll Bury You Tomorrow",980000,6.7,"None"
"I'll Do Anything",44000000,5.5,"Mixed"
"I'll Remember April",1800000,6.2,"Drama"
"I'm No Angel",225000,7.1,"Mixed"
"I'm with Lucy",15000000,6.2,"Mixed"
"I, Robot",105000000,7,"Action"
"Ice Age",60000000,7.3,"Mixed"
"Ice Cream Man",2000000,4.2,"Comedy"
"Ice Pirates, The",9000000,4.9,"Mixed"
"Ice Storm, The",18000000,7.5,"Drama"
"Ideal Husband, An",14000000,7,"Mixed"
"Identity",30000000,7.3,"Drama"
"Idle Hands",20000000,5.4,"Comedy"
"Igby Goes Down",9000000,7.1,"Mixed"
"Igry motylkov",1200000,7.3,"Drama"
"Imaginary Girls",8000,7.6,"Mixed"
"Imaginary Heroes",10000000,7,"Mixed"
"Imitation of Life",2000000,7.4,"Mixed"
"Immoral Mr. Teas, The",24000,3.7,"Comedy"
"Impatient Years, The",600000,6.8,"Mixed"
"Importance of Being Earnest, The",15000000,6.8,"Mixed"
"Impostor",40000000,5.8,"Mixed"
"In & Out",35000000,6.2,"Comedy"
"In Cold Blood",3500000,8,"Drama"
"In Crowd, The",15000000,4,"Drama"
"In Dreams",30000000,5.3,"None"
"In Old Amarillo",184686,5.9,"None"
"In Old Chicago",1800000,6.8,"Mixed"
"In Person",493000,6.1,"Comedy"
"In Plain Sight",50000,7.2,"Comedy"
"In Their Absence",3500,9.6,"Mixed"
"In This World",1900000,7.8,"Drama"
"In Too Deep",7000000,5.8,"Drama"
"In the Bedroom",1700000,7.4,"Drama"
"In the Company of Men",25000,7.3,"Comedy"
"In the Cut",12000000,5.1,"None"
"In the French Style",750000,5.2,"Mixed"
"In the Heat of the Night",2000000,8,"Drama"
"In the Land of Milk and Money",150000,5.6,"Comedy"
"In the Line of Fire",40000000,7.3,"Drama"
"In the Mouth of Madness",14000000,6.5,"None"
"In the Shadows",10000000,4.8,"Drama"
"In the Woods",252000,1.9,"None"
"Inamorata",5000,7.8,"Short"
"Inchon",46000000,3.3,"Drama"
"Incident at Loch Ness",1400000,6.4,"Comedy"
"Incredible Shrinking Man, The",750000,7.6,"None"
"Incredibles, The",92000000,8.3,"Mixed"
"Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?, The",38000,2.2,"None"
"Incredibly True Adventure of Two Girls in Love, The",250000,6.5,"Mixed"
"Indecent Proposal",38000000,5.3,"Mixed"
"Independence Day",75000000,6.1,"Action"
"Indian in the Cupboard, The",45000000,5.8,"None"
"Indiana Jones and the Last Crusade",48000000,8.1,"Action"
"Indiana Jones and the Temple of Doom",28000000,7.2,"Action"
"Inferno",3000000,6.2,"None"
"Informer, The",243000,7.3,"Drama"
"Innocence Project, The",1000,9.8,"Mixed"
"Innocent",25000,7,"Mixed"
"Innsmouth Legacy",1000,6.4,"Mixed"
"Inseminoid",2000000,2.8,"Mixed"
"Inside",5000,7.4,"Short"
"Inside Daisy Clover",4500000,6.1,"Mixed"
"Insider, The",68000000,8,"Drama"
"Insight of Evil",120000,5.1,"None"
"Insomnia",46000000,7.3,"Drama"
"Insomniac's Nightmare, An",20000,7,"Mixed"
"Inspector Gadget",75000000,4,"Mixed"
"Inspiration",438000,6,"Drama"
"Instinct",55000000,6.1,"Drama"
"Insutooru",2000000,6.1,"Drama"
"Intended, The",3800000,6.8,"Drama"
"Interiors",10000000,7.1,"Drama"
"Intermezzo: A Love Story",800000,6.7,"Mixed"
"Intermission",5000000,6.4,"Mixed"
"Intermission",30000,7.6,"Short"
"Interpreter, The",80000000,6.6,"Drama"
"Interruption, The",70000,5.5,"Mixed"
"Interstate 60",7000000,7.7,"Mixed"
"Interview with the Assassin",750000,6.7,"Drama"
"Interview with the Vampire: The Vampire Chronicles",50000000,7.2,"Drama"
"Intimations",39000,8,"Mixed"
"Into the Sun",16000000,4,"Action"
"Intolerable Cruelty",60000000,6.6,"Mixed"
"Intolerance: Love's Struggle Through the Ages",385907,7.8,"Drama"
"Intruder",100000,5.4,"None"
"Intruder, The",80000,8,"Drama"
"Invaders from Mars",12000000,4.6,"None"
"Invasion U.S.A.",10000000,3.9,"Action"
"Invasion USA",127000,2.8,"Drama"
"Invasion of the Blood Farmers",40000,3.1,"None"
"Invasion of the Body Snatchers",417000,7.8,"None"
"Invasion of the Space Preachers",100000,4.7,"None"
"Invasions barbares, Les",5000000,7.9,"Mixed"
"Invincible Kung Fu Guy, The",3000,8.3,"Short"
"Invisible Agent",322000,6,"Comedy"
"Invisible Stripes",500000,6.8,"Drama"
"Invitation to the Dance",1500000,6.4,"Animation"
"Invitation to the Wedding",8000000,4.3,"Comedy"
"Irma la Douce",5000000,7.2,"Mixed"
"Iron Giant, The",48000000,7.9,"Animation"
"Irrefutable Truth About Demons, The",500000,5.3,"None"
"Is It True What They Say About Ann?",5000,7.3,"Mixed"
"Ish HaHashmal",900000,4.5,"Drama"
"Ishtar",40000000,3.7,"Comedy"
"Island in the Sky",967000,5.5,"Drama"
"Island in the Sun",2250000,5.8,"Mixed"
"Island of Dr. Moreau, The",6000000,5.4,"Romance"
"Island of Dr. Moreau, The",40000000,4,"None"
"Island, The",22000000,4.7,"None"
"Island, The",30000,9.8,"Short"
"Isn't She Great",36000000,4.8,"Mixed"
"Issues 101",75000,3.6,"Mixed"
"It Came from Hollywood",5000000,5.5,"Mixed"
"It Came from Outer Space",800000,6.4,"None"
"It Happened Here",20000,6.5,"Drama"
"It Happened One Night",325000,8.3,"Mixed"
"It Happened on 5th Avenue",1700000,7.6,"Comedy"
"It Started with Eve",1166000,7.4,"Comedy"
"It's Always Fair Weather",2062256,7,"Mixed"
"It's Hard",15000,4.8,"Short"
"It's Impossible to Learn to Plow by Reading Books",3000,5.2,"Drama"
"It's a Mad Mad Mad Mad World",9400000,7.2,"Mixed"
"It's a Wonderful Life",3180000,8.6,"Mixed"
"Italian Job, The",60000000,6.9,"Action"
"J-K Conspiracy, The",44000,9.2,"Comedy"
"JFK",40000000,7.8,"Drama"
"Jabberwocky",500000,6,"Comedy"
"Jack",45000000,5.2,"Mixed"
"Jack Be Nimble",750000,5.8,"None"
"Jack Frost",50000000,4.5,"Mixed"
"Jack and the Beanstalk",683000,5.2,"Comedy"
"Jack of Diamonds",1500000,1.7,"Action"
"Jackal, The",60000000,5.7,"None"
"Jackass: The Movie",5000000,6.1,"Mixed"
"Jacket, The",19000000,6.4,"None"
"Jackie Brown",12000000,7.5,"Drama"
"Jackpot",400000,5.2,"Mixed"
"Jacob's Ladder",25000000,7.3,"Drama"
"Jade",50000000,4.8,"Mixed"
"Jade Mask, The",75000,5.7,"None"
"Jake's Booty Call",50000,7,"Comedy"
"Jakob the Liar",15000000,5.9,"Mixed"
"James Dean Story, The",35000,5.7,"Documentary"
"James and the Giant Peach",38000000,6.6,"Animation"
"Jane Austen's Mafia!",10000000,4.8,"Mixed"
"Japanese Story",5740000,7,"Drama"
"Jason Goes to Hell: The Final Friday",2500000,3.9,"Action"
"Jason X",14000000,4.6,"None"
"Jason and the Argonauts",1000000,7.2,"Action"
"Jason's Lyric",7000000,6,"Drama"
"Jaws",12000000,8.2,"None"
"Jaws 3-D",20500000,3.2,"Action"
"Jaws: The Revenge",23000000,2.6,"None"
"Jay and Silent Bob Strike Back",22000000,6.9,"Comedy"
"Jeepers Creepers",10000000,5.4,"Drama"
"Jeepers Creepers II",25000000,5.2,"None"
"Jefferson in Paris",14000000,5.6,"Drama"
"Jelly Pilgrim",60000,2,"Mixed"
"Jennifer's Shadow",1000000,5.1,"None"
"Jerry Maguire",50000000,7.3,"Mixed"
"Jerry and Tom",5000000,6.7,"Mixed"
"Jersey Girl",35000000,6.4,"Mixed"
"Jesse James",1600000,7.1,"None"
"Jesus",6000000,5.9,"Drama"
"Jesus' Son",2500000,6.9,"Drama"
"Jet Attack",100000,3.4,"Drama"
"Jezebel",1250000,7.4,"Drama"
"Jim the World's Greatest",100000,5,"Drama"
"Jimmy Hollywood",20000000,5.3,"Mixed"
"Jimmy Neutron: Boy Genius",25000000,6,"Mixed"
"Jimmy Show, The",1000000,4.6,"Mixed"
"Jing Gai'er",700000,8.9,"Comedy"
"Jing cha gu shi III: Chao ji jing cha",900000,6.7,"Mixed"
"Jing wu men",100000,6.7,"Mixed"
"Jingle All the Way",60000000,4.7,"Mixed"
"Jisatsu saakuru",250000,6.8,"None"
"Jitterbugs",310600,5.7,"Comedy"
"Jitters, The",475000,2.5,"Action"
"Jizda",30000,7.5,"Mixed"
"Joan the Woman",302976,7.2,"Drama"
"Joe",106000,6.6,"Drama"
"Joe Dirt",16000000,5.1,"Mixed"
"Joe Somebody",38000000,5.5,"Mixed"
"Joe's Apartment",13000000,5,"Comedy"
"John Boorman Stole My Screenplay",2000,2.8,"Mixed"
"John Goldfarb, Please Come Home",4000000,4.8,"Comedy"
"John Johnson's Shadowhunters",2000,6,"None"
"John Q",36000000,6.4,"Drama"
"Johnny English",35000000,5.6,"Mixed"
"Johnny Firecloud",200000,5.1,"Drama"
"Johnny Mnemonic",26000000,4.7,"Action"
"Johnny Suede",500000,5.8,"Mixed"
"Johnson Family Vacation",12000000,3.6,"Comedy"
"Jonah: A VeggieTales Movie",15000000,6.2,"Mixed"
"Jonathan Livingston Seagull",1500000,4.6,"Drama"
"Josh Jarman",1300000,5.4,"Comedy"
"Josh and S.A.M.",18000000,5.2,"Mixed"
"Josie and the Pussycats",22000000,5.2,"Comedy"
"Journey of Jared Price, The",30000,5.8,"Drama"
"Journey to the Seventh Planet",74600,4.2,"None"
"Joy",2000000,5,"Drama"
"Joy Ride",23000000,6.6,"None"
"Judge Dredd",90000000,4.6,"Action"
"Judgment",11000000,4.6,"Drama"
"Judgment at Nuremberg",3000000,8.2,"Drama"
"Judith of Bethulia",36000,6.9,"Drama"
"Jui kuen II",2000000,7.5,"Mixed"
"Julie Walking Home",5000000,7.3,"Mixed"
"Jumanji",65000000,6,"Mixed"
"Junebug and Hurricane",26000,6.5,"Mixed"
"Jung (War) in the Land of the Mujaheddin",275000,8,"Documentary"
"Jungle Book 2, The",20000000,5.2,"Animation"
"Jungle Book, The",27000000,5.9,"Romance"
"Jungle Fever",14000000,6.4,"Mixed"
"Jungle Princess, The",300000,7.2,"None"
"Junior",350000,4.1,"None"
"Jurassic Park",63000000,7.4,"Action"
"Jurassic Park III",93000000,5.6,"Action"
"Jurk, De",2650000,6.8,"Mixed"
"Juror, The",44000000,5.3,"Drama"
"Just Add Pepper",75000,5.1,"Mixed"
"Just Imagine",250000,5.6,"None"
"Just Looking",3000000,6.2,"Comedy"
"Just Visiting",40000000,5.6,"Comedy"
"Just the Ticket",12000000,5.5,"Mixed"
"Juwanna Mann",15600000,3.9,"Comedy"
